_id,Reporting date,Card Type,Category,Series Description,Sector,Sub-sector,ObservationType,Observation Scale,Value
1502,2021-12,All,Gross Transactions,Total E-Commerce Expenditure,,,Value,Euro Thousands,3019537
1503,2021-12,Debit Cards,Gross Transactions,E-Commerce Expenditure during the Month,,,Value,Euro Thousands,2508349
1504,2021-12,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - personal credit cards,,,Value,Euro Thousands,404877
1505,2021-12,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - business credit cards,,,Value,Euro Thousands,106311
1506,2021-12,All,Gross Transactions,Total Expenditure outside Ireland during the Month,,,Value,Euro Thousands,266872
1507,2021-12,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards,,,Value,Euro Thousands,200172
1508,2021-12,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w ATM,,,Value,Euro Thousands,43806
1509,2021-12,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w POS,,,Value,Euro Thousands,156366
1510,2021-12,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards,,,Value,Euro Thousands,66700
1511,2021-12,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Personal Cards,,,Value,Euro Thousands,58205
1512,2021-12,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Business Cards,,,Value,Euro Thousands,8495
1513,2022-01,All,Gross Transactions,Total New Spending during the Month on all Cards,,,Value,Euro Thousands,6961511
1514,2022-01,Debit Cards,Gross Transactions,Total New Spending during the Month on Debit Cards,,,Value,Euro Thousands,6043106
1515,2022-01,Debit Cards,Gross Transactions,ATM Transactions,,,Value,Euro Thousands,939885
1516,2022-01,Debit Cards,Gross Transactions,POS Transactions,,,Value,Euro Thousands,5103221
1517,2022-01,Credit Cards,Gross Transactions,Total New Spending during the Month on all Credit Cards,,,Value,Euro Thousands,918405
1518,2022-01,Credit Cards,Gross Transactions,New Spending during the Month on Personal Credit Cards,,,Value,Euro Thousands,764546
1519,2022-01,Credit Cards,Gross Transactions,New Spending during the Month Business Credit Cards,,,Value,Euro Thousands,153859
1520,2022-01,All,Gross Transactions,Total E-Commerce Expenditure,,,Value,Euro Thousands,2983231
1521,2022-01,Debit Cards,Gross Transactions,E-Commerce Expenditure during the Month,,,Value,Euro Thousands,2437647
1522,2022-01,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - personal credit cards,,,Value,Euro Thousands,444352
1523,2022-01,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - business credit cards,,,Value,Euro Thousands,101232
1524,2022-01,All,Gross Transactions,Total Expenditure outside Ireland during the Month,,,Value,Euro Thousands,236351
1525,2022-01,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards,,,Value,Euro Thousands,171958
1526,2022-01,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w ATM,,,Value,Euro Thousands,39209
1527,2022-01,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w POS,,,Value,Euro Thousands,132749
1528,2022-01,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards,,,Value,Euro Thousands,64393
1529,2022-01,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Personal Cards,,,Value,Euro Thousands,56657
1530,2022-01,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Business Cards,,,Value,Euro Thousands,7736
1531,2022-02,All,Gross Transactions,Total New Spending during the Month on all Cards,,,Value,Euro Thousands,6900143
1532,2022-02,Debit Cards,Gross Transactions,Total New Spending during the Month on Debit Cards,,,Value,Euro Thousands,5984968
1533,2022-02,Debit Cards,Gross Transactions,ATM Transactions,,,Value,Euro Thousands,971985
1534,2022-02,Debit Cards,Gross Transactions,POS Transactions,,,Value,Euro Thousands,5012984
1535,2022-02,Credit Cards,Gross Transactions,Total New Spending during the Month on all Credit Cards,,,Value,Euro Thousands,915175
1536,2022-02,Credit Cards,Gross Transactions,New Spending during the Month on Personal Credit Cards,,,Value,Euro Thousands,742260
1537,2022-02,Credit Cards,Gross Transactions,New Spending during the Month Business Credit Cards,,,Value,Euro Thousands,172915
1538,2022-02,All,Gross Transactions,Total E-Commerce Expenditure,,,Value,Euro Thousands,2820702
1539,2022-02,Debit Cards,Gross Transactions,E-Commerce Expenditure during the Month,,,Value,Euro Thousands,2301585
1540,2022-02,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - personal credit cards,,,Value,Euro Thousands,407643
1541,2022-02,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - business credit cards,,,Value,Euro Thousands,111474
1542,2022-02,All,Gross Transactions,Total Expenditure outside Ireland during the Month,,,Value,Euro Thousands,260405
1543,2022-02,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards,,,Value,Euro Thousands,186620
1544,2022-02,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w ATM,,,Value,Euro Thousands,39029
1545,2022-02,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w POS,,,Value,Euro Thousands,147591
1546,2022-02,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards,,,Value,Euro Thousands,73785
1547,2022-02,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Personal Cards,,,Value,Euro Thousands,62860
1548,2022-02,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Business Cards,,,Value,Euro Thousands,10925
1549,2022-03,All,Gross Transactions,Total New Spending during the Month on all Cards,,,Value,Euro Thousands,7823435
1550,2022-03,Debit Cards,Gross Transactions,Total New Spending during the Month on Debit Cards,,,Value,Euro Thousands,6793323
1551,2022-03,Debit Cards,Gross Transactions,ATM Transactions,,,Value,Euro Thousands,1131288
1552,2022-03,Debit Cards,Gross Transactions,POS Transactions,,,Value,Euro Thousands,5662034
1553,2022-03,Credit Cards,Gross Transactions,Total New Spending during the Month on all Credit Cards,,,Value,Euro Thousands,1030112
1554,2022-03,Credit Cards,Gross Transactions,New Spending during the Month on Personal Credit Cards,,,Value,Euro Thousands,830627
1555,2022-03,Credit Cards,Gross Transactions,New Spending during the Month Business Credit Cards,,,Value,Euro Thousands,199485
1556,2022-03,All,Gross Transactions,Total E-Commerce Expenditure,,,Value,Euro Thousands,3133778
1557,2022-03,Debit Cards,Gross Transactions,E-Commerce Expenditure during the Month,,,Value,Euro Thousands,2566988
1558,2022-03,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - personal credit cards,,,Value,Euro Thousands,442016
1559,2022-03,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - business credit cards,,,Value,Euro Thousands,124774
1560,2022-03,All,Gross Transactions,Total Expenditure outside Ireland during the Month,,,Value,Euro Thousands,320418
1561,2022-03,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards,,,Value,Euro Thousands,226690
1562,2022-03,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w ATM,,,Value,Euro Thousands,47899
1563,2022-03,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w POS,,,Value,Euro Thousands,178791
1564,2022-03,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards,,,Value,Euro Thousands,93728
1565,2022-03,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Personal Cards,,,Value,Euro Thousands,77550
1566,2022-03,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Business Cards,,,Value,Euro Thousands,16178
1567,2022-04,All,Gross Transactions,Total New Spending during the Month on all Cards,,,Value,Euro Thousands,7594864
1568,2022-04,Debit Cards,Gross Transactions,Total New Spending during the Month on Debit Cards,,,Value,Euro Thousands,6597027
1569,2022-04,Debit Cards,Gross Transactions,ATM Transactions,,,Value,Euro Thousands,1112897
1570,2022-04,Debit Cards,Gross Transactions,POS Transactions,,,Value,Euro Thousands,5484129
1571,2022-04,Credit Cards,Gross Transactions,Total New Spending during the Month on all Credit Cards,,,Value,Euro Thousands,997837
1572,2022-04,Credit Cards,Gross Transactions,New Spending during the Month on Personal Credit Cards,,,Value,Euro Thousands,813595
1573,2022-04,Credit Cards,Gross Transactions,New Spending during the Month Business Credit Cards,,,Value,Euro Thousands,184242
1574,2022-04,All,Gross Transactions,Total E-Commerce Expenditure,,,Value,Euro Thousands,2923624
1575,2022-04,Debit Cards,Gross Transactions,E-Commerce Expenditure during the Month,,,Value,Euro Thousands,2401959
1576,2022-04,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - personal credit cards,,,Value,Euro Thousands,409178
1577,2022-04,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - business credit cards,,,Value,Euro Thousands,112487
1578,2022-04,All,Gross Transactions,Total Expenditure outside Ireland during the Month,,,Value,Euro Thousands,368772
1579,2022-04,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards,,,Value,Euro Thousands,260835
1580,2022-04,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w ATM,,,Value,Euro Thousands,53515
1581,2022-04,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w POS,,,Value,Euro Thousands,207320
1582,2022-04,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards,,,Value,Euro Thousands,107937
1583,2022-04,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Personal Cards,,,Value,Euro Thousands,92382
1584,2022-04,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Business Cards,,,Value,Euro Thousands,15555
1585,2022-05,All,Gross Transactions,Total New Spending during the Month on all Cards,,,Value,Euro Thousands,8482647
1586,2022-05,Debit Cards,Gross Transactions,Total New Spending during the Month on Debit Cards,,,Value,Euro Thousands,7364053
1587,2022-05,Debit Cards,Gross Transactions,ATM Transactions,,,Value,Euro Thousands,1211291
1588,2022-05,Debit Cards,Gross Transactions,POS Transactions,,,Value,Euro Thousands,6152763
1589,2022-05,Credit Cards,Gross Transactions,Total New Spending during the Month on all Credit Cards,,,Value,Euro Thousands,1118594
1590,2022-05,Credit Cards,Gross Transactions,New Spending during the Month on Personal Credit Cards,,,Value,Euro Thousands,905338
1591,2022-05,Credit Cards,Gross Transactions,New Spending during the Month Business Credit Cards,,,Value,Euro Thousands,213256
1592,2022-05,All,Gross Transactions,Total E-Commerce Expenditure,,,Value,Euro Thousands,3296127
1593,2022-05,Debit Cards,Gross Transactions,E-Commerce Expenditure during the Month,,,Value,Euro Thousands,2704104
1594,2022-05,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - personal credit cards,,,Value,Euro Thousands,462564
1595,2022-05,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - business credit cards,,,Value,Euro Thousands,129459
1596,2022-05,All,Gross Transactions,Total Expenditure outside Ireland during the Month,,,Value,Euro Thousands,412370
1597,2022-05,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards,,,Value,Euro Thousands,297727
1598,2022-05,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w ATM,,,Value,Euro Thousands,65831
1599,2022-05,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w POS,,,Value,Euro Thousands,231896
1600,2022-05,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards,,,Value,Euro Thousands,114643
1601,2022-05,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Personal Cards,,,Value,Euro Thousands,95236
1602,2022-05,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Business Cards,,,Value,Euro Thousands,19407
1603,2022-06,All,Gross Transactions,Total New Spending during the Month on all Cards,,,Value,Euro Thousands,8172440
1604,2022-06,Debit Cards,Gross Transactions,Total New Spending during the Month on Debit Cards,,,Value,Euro Thousands,7091969
1605,2022-06,Debit Cards,Gross Transactions,ATM Transactions,,,Value,Euro Thousands,1167474
1606,2022-06,Debit Cards,Gross Transactions,POS Transactions,,,Value,Euro Thousands,5924495
1607,2022-06,Credit Cards,Gross Transactions,Total New Spending during the Month on all Credit Cards,,,Value,Euro Thousands,1080471
1608,2022-06,Credit Cards,Gross Transactions,New Spending during the Month on Personal Credit Cards,,,Value,Euro Thousands,876007
1609,2022-06,Credit Cards,Gross Transactions,New Spending during the Month Business Credit Cards,,,Value,Euro Thousands,204464
1610,2022-06,All,Gross Transactions,Total E-Commerce Expenditure,,,Value,Euro Thousands,3170744
1611,2022-06,Debit Cards,Gross Transactions,E-Commerce Expenditure during the Month,,,Value,Euro Thousands,2609717
1612,2022-06,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - personal credit cards,,,Value,Euro Thousands,437203
1613,2022-06,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - business credit cards,,,Value,Euro Thousands,123824
1614,2022-06,All,Gross Transactions,Total Expenditure outside Ireland during the Month,,,Value,Euro Thousands,477840
1615,2022-06,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards,,,Value,Euro Thousands,346719
1616,2022-06,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w ATM,,,Value,Euro Thousands,75631
1617,2022-06,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w POS,,,Value,Euro Thousands,271088
1618,2022-06,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards,,,Value,Euro Thousands,131121
